"NAME"
"SOLID MINERALS"
"LIQUID MINERALS"
"BIOGAS"
"METALS"
"PHARMACEUTICALS"
"INDUSTRIAL CHEMICALS"
"FOSSIL FUEL"
"COMPOSITE MATERIALS"
"ANIMAL RAW MATERIALS"
"REMEDIATION MATERIALS"
"PLASTIC RAW MATERIALS"
"BLACK PVC RAW MATERIAL"
"INSULATION MATERIALS"
"WRAPPING MATERIALS"
"WELDING MATERIALS"
"CERAMICS"
"RADIOACTIVE MATERIAL"
"BAYRITE"
"CERAMICS"
"BUILDING MATERIALS"
"FIBROUS MATERIAL"
"PRECIOUS STONES"
"TIMBER"
"AGRICULTURAL PRODUCE"
"ALLOYS"
"ELECTRONIC MATERIALS"
"AGRICULTURAL MATERIALS"
