"ID","NAME"
1,"ABIA"
2,"ADAMAWA"
3,"AKWA-IBOM"
5,"BAUCHI"
6,"BAYELSA"
7,"BENUE"
11,"EBONYI"
15,"FCT"
17,"IMO"
18,"JIGAWA"
19,"KADUNA"
22,"KEBBI"
23,"KOGI"
27,"NIGER"
29,"ONDO"
30,"OSUN"
31,"OYO"
32,"PLATEAU"
33,"RIVERS"
34,"SOKOTO"
35,"TARABA"
36,"YOBE"
37,"ZAMFARA"
4,"ANAMBRA"
12,"EDO"
10,"DELTA"
9,"CROSS RIVER"
14,"ENUGU"
8,"BORNO"
13,"EKITI"
16,"GOMBE"
20,"KANO"
24,"KWARA"
25,"LAGOS"
26,"NASARAWA"
28,"OGUN"
21,"KATSINA"
