"ID","NAME"
15,"Storage"
18,"Aviation"
19577,"Engineering Design"
19579,"Fabrication and Construction"
19581,"Geology"
19583,"Information and Communication Technologies (ICT)"
19585,"Machining"
19587,"Marine"
19589,"Research and Development (R&D)"
19591,"Test and Inspection"
19593,"Training"
19595,"Well and Drilling"
19597,"Health, Safety, and Environment (HSE)"
757634,"Operational Base"
17,"Manufacturing"
