"NAME"
"3000 HP, Swamp Rig"
"Independent Leg Jack-up"
"Heartland trailer mounted 1000HP electric diesel rig"
"Posted Drilling Barge"
"2J70/4500D118"
"xx"
"Posted Barge Rig"
"Semi-Submersible"
"Land Rig"
"Barge"
"Submersible"
"Jack-up"
"Tension-Leg Platform (TLP)"
"Spar"
"Sea Star"
"Drillship"
"Geotechnical Investigation"
"HILONG OIL SERVICES AND ENGINEERING NIGERIA LIMITED"
"Conventional Land Rig"
"ZJ70D/45000/2000HP"
"Swamp Drilling Rig Barge"
